trade_time,close,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,Residue
2022-10-17 09:30:00,11.42,-0.0046810323071933176,0.007375555586235259,0.00668920126373087,0.018624887342258676,0.012276356479256947,-0.015481529454070341,-0.013940448687080602,-0.03018185302877466,-0.03204994356301197,0.4209058629928568,0.2703613507466122,10.780101592629181
2022-10-17 09:31:00,11.44,0.0373829518851128,-0.018002246346827035,0.008142881536705986,0.02010410691427966,0.012871055566309166,-0.015422259934392486,-0.014130264732536577,-0.030283750038040503,-0.032180116207101525,0.42106531903220173,0.2703436135333304,10.780108708790957
2022-10-17 09:32:00,11.42,-0.03791118115642837,0.034701200928246786,0.009566690226020276,0.021258647810352072,0.013094846073379032,-0.015389107518194457,-0.014299002273945255,-0.030381140671391766,-0.03230674241935576,0.4212241460669069,0.2703257289341238,10.780115914000287
2022-10-17 09:33:00,11.41,0.05076634749803852,-0.06238882836106892,0.007704891926650481,0.021916566056671086,0.01292227052709967,-0.015384472773110697,-0.014446238988061898,-0.030473982138920174,-0.03242980286423489,0.42138234396981045,0.27030769690150314,10.780123208245623
2022-10-17 09:34:00,11.4,0.008466457007156572,-0.023541787114299002,0.001980318438818654,0.02188625350267304,0.01233902471940305,-0.01540707368053708,-0.014571707681894423,-0.030562227458695555,-0.03254927921950233,0.4215399125834651,0.2702895173879905,10.780130591515423
2022-10-17 09:35:00,11.39,-0.05516859228989423,0.03609881129064007,-0.0019443334561858035,0.020996323125482462,0.01135057655455986,-0.015452756548456861,-0.014675146958072077,-0.03064583335311917,-0.03266515425784669,0.421696851748672,0.2702711903460774,10.780138063798143
2022-10-17 09:36:00,11.38,0.0033474881277324657,-0.030743572037206988,-0.00027809357051125183,0.019205317592855813,0.009992910695461304,-0.01551712356579785,-0.014756224919772314,-0.030724792368444036,-0.032777412095412545,0.42185316133056916,0.27025271572830717,10.780145625082218
2022-10-17 09:37:00,11.39,-0.005837781030789736,-0.008799016727930759,0.0013665027513368015,0.016663826102893835,0.008305847196990764,-0.015595856566660453,-0.014814585656281683,-0.030799108412021377,-0.03288603767393016,0.4220088411730992,0.27023409348718275,10.780153275356112
2022-10-17 09:38:00,11.39,-0.00878030049787464,0.0002640705070574305,0.00042082441445164556,0.013616501956094793,0.006332864738352224,-0.015684483267155436,-0.014849902691665836,-0.030868787436183487,-0.03299101695671385,0.42216389105015156,0.2702153235752149,10.780161014608272
2022-10-17 09:39:00,11.39,-0.01149809699893055,0.013851041710580317,-0.004848280687326563,0.010352040687931798,0.0041257366259657485,-0.01577785154995307,-0.014861972057207004,-0.030933840405196547,-0.03309233678186217,0.422318310683925,0.2701964059449296,10.780168842827145
2022-10-17 09:40:00,11.39,0.010606101230094518,0.0022312580185317346,-0.00964436304287408,0.007143443679922136,0.0017426453727019354,-0.015870366171264912,-0.014850649576371088,-0.030994285082407303,-0.033189984691238725,0.42247209971288924,0.270177340548826,10.780176760001192
2022-10-17 09:41:00,11.37,0.010562842410841246,-0.011943191338480558,-0.009903537380383087,0.004177051276886206,-0.0007549364883527343,-0.015956416813403616,-0.014815861001980752,-0.031050152830563744,-0.03328394905320221,0.4226252577603443,0.27015812733944355,10.780184766118852
2022-10-17 09:42:00,11.35,-0.03406839705346628,0.01604713371230984,-0.008129798955612296,0.0016038001428503518,-0.003298078033533713,-0.016030718751920223,-0.014757644711579553,-0.031101488695867357,-0.03337421949799713,0.42277778440695557,0.27013876626928146,10.78019286116858
2022-10-17 09:43:00,11.37,0.022564247787272704,-0.016239709507482776,-0.007875585963078175,-0.0005131707638067911,-0.005812775821035412,-0.0160876668220873,-0.014676183486161492,-0.031148349762833042,-0.0334607872592579,0.42292967916878355,0.27011925729085806,10.780201045138828
2022-10-17 09:44:00,11.37,0.008888303569589365,0.0021446848937468174,-0.008476695276928669,-0.0022928139292601613,-0.008226363513693217,-0.016120924762008857,-0.014571611396392072,-0.03119079464612625,-0.03354364481098835,0.42308094149732073,0.27009960035668407,10.780209318018056
2022-10-17 09:45:00,11.36,-0.01650746398146117,0.01631613224802719,-0.0037118468746274737,-0.0037290103380338596,-0.010476604341391712,-0.016124500795245467,-0.014444085979446795,-0.031228880806323567,-0.03362278515584476,0.42323157081036517,0.27007979541928157,10.7802176797947
2022-10-17 09:46:00,11.36,0.026005070912174178,-0.03533280898809434,0.008241760667634544,-0.00472694553549241,-0.01250722773693161,-0.016092700242873383,-0.014293822922328715,-0.03126266319230034,-0.033698202220212484,0.4233815663700384,0.2700598424311767,10.780226130457207
2022-10-17 09:47:00,11.37,-0.04948193793330049,0.04293440767550457,0.017654083178633463,-0.005441417808885661,-0.0142682279945352,-0.01601907567894379,-0.014121080378617926,-0.03129219845784706,-0.03376989116960814,0.4235309272286936,0.27003974134485126,10.780234669994055
2022-10-17 09:48:00,11.37,0.03187585288262473,-0.039969796789350684,0.020955269576924715,-0.00611897110536904,-0.01570630127725952,-0.015896956349997864,-0.013926150877302389,-0.031317540019444805,-0.03383784893370212,0.4236796523863536,0.2700194921128524,10.780243298393671
2022-10-17 09:49:00,11.37,0.001421849202175913,-0.007223808770902306,0.0201376338748078,-0.006965165299383472,-0.016778611998916358,-0.015720580060278603,-0.01370935891682792,-0.03133873519232965,-0.03390207400227401,0.42382774083172414,0.2699990946876967,10.780252015644507
2022-10-17 09:50:00,11.38,-0.040543833767998694,0.050818207445901625,0.015320075991931827,-0.00808349279557353,-0.017451816619875927,-0.015484261779652753,-0.013471042427373466,-0.03135583234254013,-0.03396256596260499,0.42397519150088286,0.26997854902187346,10.78026082173503
2022-10-17 09:51:00,11.34,-0.004549091310502384,-0.016010795465944007,0.007013739620532783,-0.009315853781970947,-0.017704652773797486,-0.015183172258977572,-0.013211542317450935,-0.031368881089219834,-0.034019325549539604,0.4241220032052755,0.2699578550679166,10.780269716653677
2022-10-17 09:52:00,11.35,-0.010489592296753454,0.01000041036868811,-0.003074379378242816,-0.010189801240720286,-0.017534287477676314,-0.014814770941565126,-0.01293118377032349,-0.03137792790727052,-0.0340723552353418,0.42426817471197315,0.26993701277832904,10.780278700388903
2022-10-17 09:53:00,11.35,0.007785109611585436,-0.005466963751950767,-0.007016231149311623,-0.010443931339861387,-0.01696261091455396,-0.014377919861640484,-0.012630282450619172,-0.03138301147300134,-0.034121658487824995,0.4244137047823791,0.2699160221056368,10.780287772929162
2022-10-17 09:54:00,11.35,0.021611437288371393,-0.02258411154410966,-0.0059650438262953175,-0.010056860998424679,-0.016022358763409808,-0.013872996741806434,-0.012309066438945788,-0.03138416887843689,-0.03416723953302843,0.42455859217082886,0.26989488300235825,10.780296934262898
2022-10-17 09:55:00,11.37,-0.024787486613976385,0.0390627112626402,-0.00431740522769006,-0.009220736792662181,-0.014759154871912372,-0.01330219115214685,-0.011967811492723707,-0.03138143697807628,-0.03420910356209576,0.42470283562907013,0.2698735954210118,10.780306184378562
2022-10-17 09:56:00,11.36,0.004284289583143417,-6.098295707801955e-05,-0.00801559550303754,-0.008097598734491705,-0.013226502092440692,-0.012668700879315167,-0.01160691614677151,-0.03137485345652447,-0.03424725629698026,0.42484643390478993,0.2698521593140927,10.780315523264614
2022-10-17 09:57:00,11.38,0.04018949577346044,-0.018649451137162508,-0.009624277607687106,-0.006732694173694281,-0.011478565826467672,-0.011976125922955336,-0.011227132606597431,-0.031364456408127094,-0.03428170336340294,0.4249893857290041,0.2698305746341308,10.780324950909499
2022-10-17 09:58:00,11.39,-0.021573141837342182,0.04325615300367577,-0.004433619268266806,-0.005244236597135778,-0.009559291525691072,-0.011228754099770158,-0.010829373829220938,-0.03135028415691858,-0.0343124501342974,0.42513168980966237,0.2698088413336387,10.780334467301667
2022-10-17 09:59:00,11.38,0.033570867226877535,-0.03605741920957328,0.005075412815262781,-0.003976476830864678,-0.0074971791965139515,-0.010433048327194326,-0.010414655974515925,-0.03133237498208187,-0.03433950216283365,0.42527334484672996,0.26978695936513286,10.780344072429575
2022-10-17 10:00:00,11.38,-0.02580602978122309,0.012293408137016161,0.011695261988953367,-0.0031414626974421967,-0.005320456319994973,-0.009596109274975942,-0.009984023401710947,-0.03131076783806942,-0.03436286527011192,0.4254143494947666,0.2697649286811297,10.780353766281662
2022-10-17 10:01:00,11.39,-0.014582592353218769,0.0016076135574845838,0.017009246570143077,-0.002703138243291511,-0.003060160332064053,-0.0087253747251623,-0.00953854620202418,-0.031285503448013334,-0.03438254532180896,0.42555470241742255,0.26974274923414576,10.780363548846386
2022-10-17 10:02:00,11.39,0.011662080356791353,-0.0298784208170751,0.018117288108507008,-0.002379462425356463,-0.0007465958762556088,-0.00782866439619933,-0.009079296752593056,-0.03125662334262009,-0.034398548221245,0.42569440227715394,0.26972042097668575,10.780373420112207
2022-10-17 10:03:00,11.4,-0.03848608260978011,0.03239090524382881,0.011752431855378232,-0.0020079066697714716,0.0015910158843548642,-0.006912753491577851,-0.008607329823230904,-0.031224172077768626,-0.03441087995824967,0.42583344771797693,0.2696979438612758,10.780383380067564
