trade_time,close,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,Residue
2022-10-17 09:30:00,3060.52,-4.331328887531332,-0.2631931131777297,-2.186261787473018,1.3934956388675583,4.096889587514037,0.8226162986014491,-2.238434658428151,-9.593601738685742,-6.370718207682271,63.34095892802464,3015.8495779399705
2022-10-17 09:31:00,3061.75,-2.9939691801042874,-0.055679712798052984,-2.738786935532075,1.3963464447546634,4.337695796690033,0.8450104715597657,-2.235476324329957,-9.62369651642659,-6.387366290258069,63.3595814777846,3015.8463407686595
2022-10-17 09:32:00,3066.47,0.5243252024587076,0.6133336333981758,-2.3890329738610454,1.4390385853799388,4.503767192628258,0.8454595387942406,-2.2319727084848924,-9.652737477315444,-6.403320761438583,63.37803681282302,3015.8431029556173
2022-10-17 09:33:00,3067.94,1.8399289534001535,-0.7005009886341866,-1.0277642957900504,1.505980539802602,4.5901377601146915,0.8232558322107555,-2.2279326659391527,-9.680715981935709,-6.418578402753465,63.396324750257,3015.8398644992676
2022-10-17 09:34:00,3069.05,-0.05916143714226063,0.7597880710118953,0.5139562936890131,1.5769675384130963,4.592587204635218,0.7789146906512624,-2.2233634798869515,-9.70762337739768,-6.4331360282790815,63.41444512626777,3015.8366253980375
2022-10-17 09:35:00,3069.27,1.4592513488656256,-1.312314868779316,1.4208894837668837,1.6128137626062158,4.50869994766537,0.7135742345261273,-2.2182561521238195,-9.733450655029491,-6.4469905514250625,63.4323977995722,3015.8333856503555
2022-10-17 09:36:00,3065.59,0.35333397411631834,-3.824528269145596,1.6926647502919683,1.5521150359630524,4.338418515958161,0.6285870562478266,-2.212591063508597,-9.758188892693191,-6.460139002631474,63.45018264075294,3015.8301452546493
2022-10-17 09:37:00,3066.16,-5.178742314650294,2.94880522266933,1.5934678262183453,1.3532324128891104,4.083813351020652,0.5254758983288272,-2.206348245393218,-9.781829449567821,-6.472578439907486,63.46779952904722,3015.8269042093452
2022-10-17 09:38:00,3066.86,1.3006487297692975,-2.239871633396926,1.8277539816435162,0.9964981277635447,3.7483477400013547,0.4058920110573496,-2.199509235502666,-9.804364672662302,-6.484305914124755,63.485248352583234,3015.823662512868
2022-10-17 09:39:00,3066.88,-0.1364848264397194,0.1745741566232955,1.922712359824861,0.500571625003757,3.3371615659766487,0.2716782011201863,-2.192056033706641,-9.825787724748537,-6.495318493352899,63.50252900604971,3015.82042016365
2022-10-17 09:40:00,3066.45,0.8589396518563525,0.35602822799564443,1.5469306618186338,-0.09555749378089062,2.8576350585760584,0.12488388628013929,-2.1839732821253874,-9.846091955024148,-6.505613308051469,63.51964139234012,3015.817177160115
2022-10-17 09:41:00,3060.39,-3.556457651136759,1.039409010322881,0.5501857999858351,-0.7258926477662604,2.320181530758859,-0.032239254612114875,-2.175247543980206,-9.865270664386344,-6.5151875038517275,63.536585423973506,3015.813933500692
2022-10-17 09:42:00,3060.51,-0.4988836097194339,0.6229559905807157,-0.6432129140160975,-1.3008416544417274,1.7365671550639388,-0.19740976431694499,-2.165870063783581,-9.883317073705568,-6.524038265153042,63.55336101568716,3015.8106891838047
2022-10-17 09:43:00,3057.63,0.9183104790032297,-1.452597001411644,-1.6620170752976042,-1.7150661651604084,1.1205172276978939,-0.368340053160463,-2.1558317040726713,-9.900225117417895,-6.53216288160871,63.56996808354346,3015.8074442078846
2022-10-17 09:44:00,3055.08,-0.4627227201147609,-0.9032135715092001,-2.4204860087652524,-1.8676831684646906,0.4868193470424548,-0.5426515821275333,-2.1451193102485373,-9.915989151944611,-6.539558952337131,63.586406547112176,3015.804198571357
2022-10-17 09:45:00,3054.08,-2.618947027138795,1.249730963736969,-2.766417016615306,-1.7092523283322003,-0.15024344216229094,-0.7179550451158054,-2.1337157766934194,-9.930604563263833,-6.546224364563612,63.60267632750163,3015.800952272647
2022-10-17 09:46:00,3056.67,2.0642932372984317,-0.8880749930414539,-2.372865709541784,-1.2635435975887734,-0.7765636058423575,-0.891901989348881,-2.121601352359748,-9.944067459578378,-6.552157186182093,63.618777345999135,3015.797705310186
2022-10-17 09:47:00,3058.66,1.2937366715907936,0.6114414053744199,-0.9748436830743166,-0.6386356204219398,-1.3761838162127826,-1.0621968432081652,-2.108755082586367,-9.956374512957861,-6.557355724804737,63.634709523902515,3015.7944576823984
2022-10-17 09:48:00,3059.47,-1.4834909888187335,2.3111036611592817,0.9523989281371709,0.03208979392716907,-1.932685465266762,-1.2266015754197905,-2.095155046245414,-9.967522802807544,-6.561818675440987,63.65047278306414,3015.791209387711
2022-10-17 09:49:00,3059.07,-0.1393670702618927,-0.6403357333893414,2.2268152108636903,0.6073187997770356,-2.4316905533593935,-1.382933721455511,-2.0807801898376863,-9.97750929271711,-6.565544922598058,63.66606704842589,3015.7879604245527
2022-10-17 09:50:00,3061.48,4.176671692707967,-2.3775986104563684,2.246832009229945,0.9801281436088957,-2.8626955887571692,-1.5290639023824661,-2.0656121619859835,-9.986330942873055,-6.568533680022058,63.681492249580074,3015.7847107913503
2022-10-17 09:51:00,3058.7,-5.5073522938999595,6.006922882503891,1.1311069718943318,1.08660901684345,-3.2181984846621905,-1.6628939313109068,-2.049633890998193,-9.993984375627242,-6.570784701331025,63.696748320057345,3015.7814604865307
2022-10-17 09:52:00,3057.58,0.8698451044084347,0.2709160602375014,-0.13254589154717938,0.9646105975968292,-3.494888500043754,-1.7823897590007254,-2.0328281786019966,-10.000466056303178,-6.572298080925996,63.711835195659944,3015.7782095085204
2022-10-17 09:53:00,3054.55,3.5598369890156745,-4.249994328493614,-0.785508634031198,0.6948147439927698,-3.691151931699035,-1.8856854216335597,-2.0151752387484647,-10.005772628033416,-6.573074220333663,63.72675281421588,3015.7749578557487
2022-10-17 09:54:00,3053.62,-1.0333478085018308,-0.27925907141737644,-0.5938450757612428,0.37026148405455445,-3.8059766012856575,-1.971375742063999,-1.9966492199713606,-10.009900760812936,-6.573113845820765,63.741501114942544,3015.771705526638
2022-10-17 09:55:00,3056.14,-0.7048411166627739,1.9649256840320757,-0.27965629190929386,0.07484032194562888,-3.8387925942137304,-2.038516184516865,-1.9772268965991087,-10.012847485712673,-6.572417996814069,63.75608004082808,3015.7684525196228
2022-10-17 09:56:00,3054.12,2.8446474986373316,-3.3537983286822364,-0.3374524614598889,-0.15013725193032967,-3.7898190955033844,-2.086634692432556,-1.9568961416945039,-10.014609777436526,-6.570988118438734,63.77048953581816,3015.7651988331227
2022-10-17 09:57:00,3053.7,-2.1926868777341504,1.4941033452148769,-0.5615767074009986,-0.2888781878043816,-3.6622261961350824,-2.1157466926796715,-1.9356519857597125,-10.015184824436869,-6.568825882683427,63.784729543847455,3015.761944465572
2022-10-17 09:58:00,3054.95,-1.2214979307859601,1.4308504108906377,-0.3796063450044986,-0.3569068227662069,-3.46026195821861,-2.1260610022661712,-1.9135023245621097,-10.014570333358641,-6.565933118182657,63.79880000886213,3015.7586894153915
2022-10-17 09:59:00,3056.09,0.8716529547323244,-0.24515726171804314,0.056308345439346354,-0.3877768417202139,-3.1896807626785373,-2.117939917131184,-1.8904651081486927,-10.012764212091142,-6.562311752493264,63.81270087479638,3015.755433681013
2022-10-17 10:00:00,3054.13,-2.548383532031492,0.5003758478862903,0.40110520753613754,-0.4153156088763404,-2.860067528579324,-2.0920316734326256,-1.8665639999219765,-10.009764151176515,-6.557963907855927,63.82643208559137,3015.7521772608607
2022-10-17 10:01:00,3054.07,-1.5436882637021676,-0.9609496367522856,0.3621740122279951,-0.44418194322204124,-2.4829116900432977,-2.049064473899981,-1.841832028646641,-10.005567790087653,-6.5528919244255075,63.83999358518828,3015.7489201533635
2022-10-17 10:02:00,3056.0,-1.210885527782855,0.1714661717544078,0.32901776296534535,-0.46601845213407606,-2.0692771382006994,-1.9897675752587747,-1.8163116701654183,-10.000173011032857,-6.5470982346154525,63.853385317524285,3015.745662356946
2022-10-17 10:03:00,3058.3,2.1468742441235555,-1.8442652432885671,0.7331143856873596,-0.4766216532979312,-1.629004185510782,-1.914892110018319,-1.7900534906131675,-9.993577625484107,-6.54058541817616,63.86660722653757,3015.742403870041
2022-10-17 10:04:00,3059.97,-3.51733238713651,4.464454175400575,1.1556380531447452,-0.47118544679993474,-1.1728171385036648,-1.8253130451254018,-1.7631125343318428,-9.985779485023013,-6.533356138869967,63.87965925617529,3015.739144691069
2022-10-17 10:05:00,3058.98,2.3633300107081303,-2.9208981434865224,1.0205707075626258,-0.4395233838777064,-0.7121049324182208,-1.72205755917378,-1.7355528939706197,-9.976776770162877,-6.525413204011464,63.89254135036763,3015.735884818463
2022-10-17 10:06:00,3058.43,-1.8819069230087901,1.0749359084053622,0.024642361756940928,-0.36997297891796005,-0.2585041946041025,-1.606300643312205,-1.7074440803670639,-9.96656739598088,-6.516759757678151,63.905253453060276,3015.7326242506465
2022-10-17 10:07:00,3059.63,1.4509106450746208,-1.0579405386029042,-0.7096067696400153,-0.25771247221111987,0.17794762425473595,-1.4793421336265824,-1.678866269461059,-9.955149348464568,-6.507399231564205,63.91779550819338,3015.729362986048
2022-10-17 10:08:00,3060.26,0.09777168739358418,0.5287288446604869,-1.0779405208003345,-0.10488468219717942,0.5923779641238255,-1.3425626600246163,-1.6499025433974903,-9.942521440867182,-6.497335131686334,63.930167459701146,3015.726101023094
2022-10-17 10:09:00,3060.54,-1.7543767275376414,1.9945695910443324,-1.194874967721728,0.08105439744029537,0.9816642057005648,-1.1973504412985974,-1.6206399122658142,-9.928682782884778,-6.486570974218448,63.94236925153022,3015.722838360212
2022-10-17 10:10:00,3060.36,1.3466448183977242,-1.982081874694815,-1.2867156268361681,0.29154234311713917,1.3416639043518552,-1.0451205717596346,-1.591165883946393,-9.91363264342362,-6.475110288649967,63.95440082761431,3015.7195749958296
2022-10-17 10:11:00,3061.33,2.5425715286306994,-3.378571964653874,-0.8789744297421894,0.5062634058918368,1.665374535273968,-0.8873410013686965,-1.561567764565557,-9.897370717835635,-6.462956651898995,63.96626213189457,3015.716310928374
2022-10-17 10:12:00,3062.92,-3.3914685879205893,2.5131908814073705,0.05828767705941089,0.6936839272027204,1.9428933845743483,-0.725643826634728,-1.5319322231694399,-9.879896810790655,-6.450113686312489,63.97795310831517,3015.7130461562692
